filename,date,time,frame_number,prey_event,prey_type
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_06_1769,2016-10-20,07:51:06,1769,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_07_1770,2016-10-20,07:51:07,1770,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_07_1771,2016-10-20,07:51:07,1771,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_07_1772,2016-10-20,07:51:07,1772,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_07_1773,2016-10-20,07:51:07,1773,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_07_1774,2016-10-20,07:51:07,1774,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_07_1775,2016-10-20,07:51:07,1775,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_07_1776,2016-10-20,07:51:07,1776,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_07_1777,2016-10-20,07:51:07,1777,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_07_1778,2016-10-20,07:51:07,1778,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_07_1779,2016-10-20,07:51:07,1779,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_07_1780,2016-10-20,07:51:07,1780,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_07_1781,2016-10-20,07:51:07,1781,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_07_1782,2016-10-20,07:51:07,1782,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_07_1783,2016-10-20,07:51:07,1783,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_07_1784,2016-10-20,07:51:07,1784,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_07_1785,2016-10-20,07:51:07,1785,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_07_1786,2016-10-20,07:51:07,1786,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_07_1787,2016-10-20,07:51:07,1787,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_07_1788,2016-10-20,07:51:07,1788,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_07_1789,2016-10-20,07:51:07,1789,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_07_1790,2016-10-20,07:51:07,1790,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_07_1791,2016-10-20,07:51:07,1791,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_07_1792,2016-10-20,07:51:07,1792,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_07_1793,2016-10-20,07:51:07,1793,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_07_1794,2016-10-20,07:51:07,1794,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_07_1795,2016-10-20,07:51:07,1795,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_07_1796,2016-10-20,07:51:07,1796,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_07_1797,2016-10-20,07:51:07,1797,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_07_1798,2016-10-20,07:51:07,1798,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_07_1799,2016-10-20,07:51:07,1799,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_08_1800,2016-10-20,07:51:08,1800,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_08_1801,2016-10-20,07:51:08,1801,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_08_1802,2016-10-20,07:51:08,1802,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_08_1803,2016-10-20,07:51:08,1803,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_08_1804,2016-10-20,07:51:08,1804,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_08_1805,2016-10-20,07:51:08,1805,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_08_1806,2016-10-20,07:51:08,1806,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_08_1807,2016-10-20,07:51:08,1807,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_08_1808,2016-10-20,07:51:08,1808,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_08_1809,2016-10-20,07:51:08,1809,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_08_1810,2016-10-20,07:51:08,1810,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_08_1811,2016-10-20,07:51:08,1811,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_08_1812,2016-10-20,07:51:08,1812,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_08_1813,2016-10-20,07:51:08,1813,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_08_1814,2016-10-20,07:51:08,1814,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_08_1815,2016-10-20,07:51:08,1815,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_08_1816,2016-10-20,07:51:08,1816,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_08_1817,2016-10-20,07:51:08,1817,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_08_1818,2016-10-20,07:51:08,1818,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_08_1819,2016-10-20,07:51:08,1819,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_08_1820,2016-10-20,07:51:08,1820,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_08_1821,2016-10-20,07:51:08,1821,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_08_1822,2016-10-20,07:51:08,1822,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_08_1823,2016-10-20,07:51:08,1823,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_08_1824,2016-10-20,07:51:08,1824,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_08_1825,2016-10-20,07:51:08,1825,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_08_1826,2016-10-20,07:51:08,1826,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_08_1827,2016-10-20,07:51:08,1827,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_08_1828,2016-10-20,07:51:08,1828,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_08_1829,2016-10-20,07:51:08,1829,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_09_1830,2016-10-20,07:51:09,1830,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_09_1831,2016-10-20,07:51:09,1831,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_09_1832,2016-10-20,07:51:09,1832,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_09_1833,2016-10-20,07:51:09,1833,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_09_1834,2016-10-20,07:51:09,1834,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_09_1835,2016-10-20,07:51:09,1835,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_09_1836,2016-10-20,07:51:09,1836,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_09_1837,2016-10-20,07:51:09,1837,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_09_1838,2016-10-20,07:51:09,1838,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_09_1839,2016-10-20,07:51:09,1839,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_09_1840,2016-10-20,07:51:09,1840,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_09_1841,2016-10-20,07:51:09,1841,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_09_1842,2016-10-20,07:51:09,1842,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_09_1843,2016-10-20,07:51:09,1843,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_09_1844,2016-10-20,07:51:09,1844,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_09_1845,2016-10-20,07:51:09,1845,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_09_1846,2016-10-20,07:51:09,1846,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_09_1847,2016-10-20,07:51:09,1847,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_09_1848,2016-10-20,07:51:09,1848,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_09_1849,2016-10-20,07:51:09,1849,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_09_1850,2016-10-20,07:51:09,1850,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_09_1851,2016-10-20,07:51:09,1851,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_09_1852,2016-10-20,07:51:09,1852,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_09_1853,2016-10-20,07:51:09,1853,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_09_1854,2016-10-20,07:51:09,1854,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_09_1855,2016-10-20,07:51:09,1855,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_09_1856,2016-10-20,07:51:09,1856,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_09_1857,2016-10-20,07:51:09,1857,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_09_1858,2016-10-20,07:51:09,1858,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_09_1859,2016-10-20,07:51:09,1859,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_10_1860,2016-10-20,07:51:10,1860,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_10_1861,2016-10-20,07:51:10,1861,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_10_1862,2016-10-20,07:51:10,1862,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_10_1863,2016-10-20,07:51:10,1863,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_10_1864,2016-10-20,07:51:10,1864,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_10_1865,2016-10-20,07:51:10,1865,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_10_1866,2016-10-20,07:51:10,1866,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_10_1867,2016-10-20,07:51:10,1867,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_10_1868,2016-10-20,07:51:10,1868,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_10_1869,2016-10-20,07:51:10,1869,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_10_1870,2016-10-20,07:51:10,1870,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_10_1871,2016-10-20,07:51:10,1871,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_10_1872,2016-10-20,07:51:10,1872,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_10_1873,2016-10-20,07:51:10,1873,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_10_1874,2016-10-20,07:51:10,1874,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_10_1875,2016-10-20,07:51:10,1875,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_10_1876,2016-10-20,07:51:10,1876,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_10_1877,2016-10-20,07:51:10,1877,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_10_1878,2016-10-20,07:51:10,1878,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_10_1879,2016-10-20,07:51:10,1879,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_10_1880,2016-10-20,07:51:10,1880,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_10_1881,2016-10-20,07:51:10,1881,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_10_1882,2016-10-20,07:51:10,1882,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_10_1883,2016-10-20,07:51:10,1883,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_10_1884,2016-10-20,07:51:10,1884,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_10_1885,2016-10-20,07:51:10,1885,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_10_1886,2016-10-20,07:51:10,1886,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_10_1887,2016-10-20,07:51:10,1887,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_10_1888,2016-10-20,07:51:10,1888,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_10_1889,2016-10-20,07:51:10,1889,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_11_1890,2016-10-20,07:51:11,1890,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_11_1891,2016-10-20,07:51:11,1891,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_11_1892,2016-10-20,07:51:11,1892,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_11_1893,2016-10-20,07:51:11,1893,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_11_1894,2016-10-20,07:51:11,1894,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_11_1895,2016-10-20,07:51:11,1895,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_11_1896,2016-10-20,07:51:11,1896,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_11_1897,2016-10-20,07:51:11,1897,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_11_1898,2016-10-20,07:51:11,1898,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_11_1899,2016-10-20,07:51:11,1899,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_11_1900,2016-10-20,07:51:11,1900,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_11_1901,2016-10-20,07:51:11,1901,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_11_1902,2016-10-20,07:51:11,1902,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_11_1903,2016-10-20,07:51:11,1903,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_11_1904,2016-10-20,07:51:11,1904,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_11_1905,2016-10-20,07:51:11,1905,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_11_1906,2016-10-20,07:51:11,1906,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_11_1907,2016-10-20,07:51:11,1907,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_11_1908,2016-10-20,07:51:11,1908,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_11_1909,2016-10-20,07:51:11,1909,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_11_1910,2016-10-20,07:51:11,1910,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_11_1911,2016-10-20,07:51:11,1911,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_11_1912,2016-10-20,07:51:11,1912,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_11_1913,2016-10-20,07:51:11,1913,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_11_1914,2016-10-20,07:51:11,1914,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_11_1915,2016-10-20,07:51:11,1915,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_11_1916,2016-10-20,07:51:11,1916,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_11_1917,2016-10-20,07:51:11,1917,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_11_1918,2016-10-20,07:51:11,1918,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_11_1919,2016-10-20,07:51:11,1919,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_12_1920,2016-10-20,07:51:12,1920,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_12_1921,2016-10-20,07:51:12,1921,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_12_1922,2016-10-20,07:51:12,1922,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_12_1923,2016-10-20,07:51:12,1923,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_12_1924,2016-10-20,07:51:12,1924,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_12_1925,2016-10-20,07:51:12,1925,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_12_1926,2016-10-20,07:51:12,1926,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_12_1927,2016-10-20,07:51:12,1927,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_12_1928,2016-10-20,07:51:12,1928,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_12_1929,2016-10-20,07:51:12,1929,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_12_1930,2016-10-20,07:51:12,1930,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_12_1931,2016-10-20,07:51:12,1931,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_12_1932,2016-10-20,07:51:12,1932,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_12_1933,2016-10-20,07:51:12,1933,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_12_1934,2016-10-20,07:51:12,1934,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_12_1935,2016-10-20,07:51:12,1935,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_12_1936,2016-10-20,07:51:12,1936,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_12_1937,2016-10-20,07:51:12,1937,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_12_1938,2016-10-20,07:51:12,1938,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_12_1939,2016-10-20,07:51:12,1939,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_12_1940,2016-10-20,07:51:12,1940,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_12_1941,2016-10-20,07:51:12,1941,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_12_1942,2016-10-20,07:51:12,1942,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_12_1943,2016-10-20,07:51:12,1943,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_12_1944,2016-10-20,07:51:12,1944,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_12_1945,2016-10-20,07:51:12,1945,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_12_1946,2016-10-20,07:51:12,1946,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_12_1947,2016-10-20,07:51:12,1947,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_12_1948,2016-10-20,07:51:12,1948,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_12_1949,2016-10-20,07:51:12,1949,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_13_1950,2016-10-20,07:51:13,1950,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_13_1951,2016-10-20,07:51:13,1951,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_13_1952,2016-10-20,07:51:13,1952,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_13_1953,2016-10-20,07:51:13,1953,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_13_1954,2016-10-20,07:51:13,1954,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_13_1955,2016-10-20,07:51:13,1955,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_13_1956,2016-10-20,07:51:13,1956,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_13_1957,2016-10-20,07:51:13,1957,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_13_1958,2016-10-20,07:51:13,1958,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_13_1959,2016-10-20,07:51:13,1959,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_13_1960,2016-10-20,07:51:13,1960,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_13_1961,2016-10-20,07:51:13,1961,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_13_1962,2016-10-20,07:51:13,1962,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_13_1963,2016-10-20,07:51:13,1963,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_13_1964,2016-10-20,07:51:13,1964,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_13_1965,2016-10-20,07:51:13,1965,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_13_1966,2016-10-20,07:51:13,1966,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_13_1967,2016-10-20,07:51:13,1967,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_13_1968,2016-10-20,07:51:13,1968,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_13_1969,2016-10-20,07:51:13,1969,1,2
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_13_1970,2016-10-20,07:51:13,1970,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_13_1971,2016-10-20,07:51:13,1971,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_13_1972,2016-10-20,07:51:13,1972,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_13_1973,2016-10-20,07:51:13,1973,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_13_1974,2016-10-20,07:51:13,1974,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_13_1975,2016-10-20,07:51:13,1975,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_13_1976,2016-10-20,07:51:13,1976,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_13_1977,2016-10-20,07:51:13,1977,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_13_1978,2016-10-20,07:51:13,1978,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_13_1979,2016-10-20,07:51:13,1979,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_14_1980,2016-10-20,07:51:14,1980,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_14_1981,2016-10-20,07:51:14,1981,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_14_1982,2016-10-20,07:51:14,1982,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_14_1983,2016-10-20,07:51:14,1983,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_14_1984,2016-10-20,07:51:14,1984,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_14_1985,2016-10-20,07:51:14,1985,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_14_1986,2016-10-20,07:51:14,1986,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_14_1987,2016-10-20,07:51:14,1987,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_14_1988,2016-10-20,07:51:14,1988,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_14_1989,2016-10-20,07:51:14,1989,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_14_1990,2016-10-20,07:51:14,1990,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_14_1991,2016-10-20,07:51:14,1991,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_14_1992,2016-10-20,07:51:14,1992,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_14_1993,2016-10-20,07:51:14,1993,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_14_1994,2016-10-20,07:51:14,1994,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_14_1995,2016-10-20,07:51:14,1995,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_14_1996,2016-10-20,07:51:14,1996,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_14_1997,2016-10-20,07:51:14,1997,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_14_1998,2016-10-20,07:51:14,1998,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_14_1999,2016-10-20,07:51:14,1999,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_14_2000,2016-10-20,07:51:14,2000,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_14_2001,2016-10-20,07:51:14,2001,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_14_2002,2016-10-20,07:51:14,2002,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_14_2003,2016-10-20,07:51:14,2003,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_14_2004,2016-10-20,07:51:14,2004,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_14_2005,2016-10-20,07:51:14,2005,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_14_2006,2016-10-20,07:51:14,2006,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_14_2007,2016-10-20,07:51:14,2007,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_14_2008,2016-10-20,07:51:14,2008,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_14_2009,2016-10-20,07:51:14,2009,0,0
